node_i,node_j,exact_energy,projected_energy,residual_norm,reachable_rank
3,58,inf,417.1328313229289,0.00025936240848733674,14
3,59,inf,305.11231120024263,0.0002607481011080946,14
3,60,inf,767.5868216019956,0.0002322722069360837,14
3,61,inf,253.6022101402499,0.00023842147372761047,14
3,62,inf,1272.0322705231424,0.0002360226091535607,14
3,63,inf,11304.15505040727,0.00024671529975472093,14
4,5,inf,9288.499715444108,0.0006833656106899836,13
4,6,inf,4735.416680803079,0.0007135535922299926,13
4,7,inf,7400.2094977777015,0.0007110675672636756,13
4,8,inf,3457.829089437362,0.0006955631399233762,13
4,9,inf,125272.34658271949,0.0005903160810462846,14
4,10,inf,40187.972564780364,0.0005877054627400519,14
4,11,inf,36893.93867425822,0.00047384846289811515,14
4,12,inf,88518.222352265,0.0004254164398837276,14
4,13,inf,10152.543353191742,0.0006326613819900683,14
4,14,inf,5837.515499275863,0.0006975327683280172,13
4,15,inf,4261.53858597243,0.0007098028246022275,13
4,16,inf,110444.21920372118,0.0005657052933677713,14
4,17,inf,24320.568051381022,0.0005273179433323332,14
4,18,inf,2898.821000777316,0.00047014770530247676,14
4,19,inf,29808.227238895088,0.00026824621723183124,15
4,20,inf,38012.931259665704,0.00025740740241748006,15
4,21,inf,4310.296388829144,0.00047058578528333124,14
4,22,inf,22832.8828490093,0.000571739278047779,14
4,23,inf,5637.306435127924,0.0006960930778399445,13
4,24,inf,45103.48105231102,0.00046626329044820283,14
4,25,inf,10686.883341845,0.0003808608671197726,14
4,26,inf,21342.437484694157,0.0002446772775767756,15
4,27,inf,4012.281651851004,0.00023585892069906056,15
4,28,inf,1241.0129800616164,0.0002633815495898412,15
4,29,inf,13953.398252054916,0.0002418834309574522,15
4,30,inf,10551.161962645687,0.00038627129988071904,14
4,31,inf,75641.56155668528,0.0004675752033744644,14
4,32,inf,17838.203893671,0.00030538796549455763,14
4,33,inf,4723.160169994413,0.00023647147512072847,14
4,34,inf,683.0440571493247,0.0002285435731024578,14
4,35,inf,281.9891478227585,0.00023308822105375083,14
4,36,inf,14.36550131409845,0.00025640580342799934,14
4,37,inf,126.39146374802472,0.00023527703861694714,14
4,38,inf,3851.938026377606,0.0002352553093784822,14
4,39,inf,40960.2041606179,0.00029600873794881024,14
4,40,inf,3579.8013893651596,0.00017670448426056377,14
4,41,inf,966.7696513518979,0.00018693644550676962,14
4,42,inf,105.6644546249751,0.00023295591082321052,14
4,43,inf,51.34642041490789,0.0002535040619252681,14
4,44,inf,256.4735664289953,0.00019131502579383629,14
4,45,inf,108.39327053172386,0.000220079365956042,14
4,46,inf,631.0287671605928,0.0002257013414013228,14
4,47,inf,18825.404167543158,0.00023264540967976236,14
4,48,inf,845.2038476569188,0.00021764811324357546,14
4,49,inf,392.74638019264466,0.00023103471584236208,14
4,50,inf,183.34137816620628,0.0002626792901928383,14
4,51,inf,300.62695558272975,0.00027176237422750184,14
4,52,inf,667.5149128091834,0.00023288921986917824,14
4,53,inf,732.2137579879526,0.00024496574756198186,14
4,54,inf,1461.2581469630247,0.00026167516022928384,14
4,55,inf,11859.402363371613,0.00026938936620640876,14
4,56,inf,4713.1168827742495,0.00030361963782892643,14
4,57,inf,2585.477332355217,0.0002872492202564468,14
4,58,inf,439.57310567682197,0.00027006097088287586,14
4,59,inf,767.5888250937733,0.00023227216944932792,14
4,60,inf,3.4418362376557408,0.0002593857655516313,14
4,61,inf,199.73548588488129,0.00024662927448705906,14
4,62,inf,2464.616221001516,0.00026131992847255197,14
4,63,inf,15172.785784491585,0.00028934079372260697,14
5,6,inf,20694.492407664027,0.0007785519137100246,13
5,7,inf,7111.6198491702135,0.0008207138847839174,13
5,8,inf,183803.71167053,0.0007204969521695788,14
5,9,inf,57913.94074066089,0.000723482973791104,14
5,10,inf,10116.505034081902,0.0006755374890791472,14
5,11,inf,126532.48221178348,0.0004015055004091331,15
5,12,inf,4543.3277583561585,0.0005287846475018162,14
5,13,inf,4781.880870619096,0.0006552596609993384,14
5,14,inf,25740.039682116014,0.0007402561230748468,14
5,15,inf,14725.352410812016,0.0007944770060982253,13
5,16,inf,61593.93857948005,0.0006641101426397526,14
5,17,inf,18860.428359548965,0.0006134758818936788,14
5,18,inf,4737.529019589064,0.00048510111914116556,14
5,19,inf,31010.036018095663,0.0002712382750404304,15
5,20,inf,36256.920081084434,0.0002835975066463687,15
5,21,inf,135144.64937721245,0.0003304586576231473,15
5,22,inf,13904.463672935966,0.0005928181012284042,14
5,23,inf,129377.03515824887,0.0006433860319550943,14
5,24,inf,22866.357653151674,0.0005327081634554777,14
5,25,inf,11710.176342920386,0.00043261309222809006,14
5,26,inf,22514.158467374113,0.00024953363080438087,15
5,27,inf,3060.683541867018,0.0002426458857259239,15
5,28,inf,2280.780946531877,0.00025571031587172643,15
5,29,inf,15494.126809649677,0.00024274310591366533,15
5,30,inf,11728.564278364054,0.000384251086158655,14
5,31,inf,71174.75159106194,0.00047817924015121013,14
5,32,inf,13407.643115124725,0.0003652519071114537,14
5,33,inf,5480.527627594082,0.00028450069069067813,14
5,34,inf,12511.701248288875,0.00022905636886243292,15
5,35,inf,260.6232471027169,0.00023955672342378074,14
5,36,inf,159.76871099887708,0.0002577233794923237,14
5,37,inf,276.2411352831469,0.0002350303522156129,14
5,38,inf,4270.94181999893,0.00023305779292317956,14
5,39,inf,42574.64395521322,0.00029657231805295853,14
5,40,inf,3538.5334092939597,0.0001856241465001428,14
5,41,inf,1108.921902567455,0.00019033514104595557,14
